Program,Study year,Semester,Course,Student ID,Position in Rating,Average Grade,Minimal Grade,Percentile,GPA
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 1091863,47 - 51,7,6,53.49%,7.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 1472804,47 - 51,7,6,53.49%,7.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 6550552,47 - 51,7,6,53.49%,7.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 7133306,47 - 51,7,6,53.49%,7.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 5818005,47 - 51,7,6,53.49%,7.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 1231278,52 - 60,6.67,4,59.3%,6.67
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 2992774,52 - 60,6.67,4,59.3%,6.67
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 7999640,52 - 60,6.67,5,59.3%,6.67
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 7091347,52 - 60,6.67,4,59.3%,6.67
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 9055240,52 - 60,6.67,6,59.3%,6.67
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 9305590,52 - 60,6.67,6,59.3%,6.67
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 3834252,52 - 60,6.67,4,59.3%,6.67
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 2480638,52 - 60,6.67,6,59.3%,6.67
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 4331882,52 - 60,6.67,6,59.3%,6.67
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 3955803,61 - 63,6.33,6,69.77%,6.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 4004378,61 - 63,6.33,4,69.77%,6.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 7655896,61 - 63,6.33,5,69.77%,6.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 1173094,64 - 68,6,4,73.26%,6.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 7394964,64 - 68,6,5,73.26%,6.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 8460630,64 - 68,6,5,73.26%,6.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 474832,64 - 68,6,5,73.26%,6.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 3440928,64 - 68,6,4,73.26%,6.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 4821614,69,5.67,4,79.07%,5.67
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 2325347,70 - 71,5.33,5,80.23%,5.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 1975666,70 - 71,5.33,4,80.23%,5.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 7516122,72 - 74,5,4,82.56%,5.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 5156073,72 - 74,5,4,82.56%,5.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 3818561,72 - 74,5,4,82.56%,5.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 6515846,75 - 78,4.33,4,86.05%,4.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 5510175,75 - 78,4.33,4,86.05%,4.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 3739149,75 - 78,4.33,4,86.05%,4.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 6849192,75 - 78,4.33,2,86.05%,4.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 8405769,79,4,6,90.7%,4.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 1766663,80 - 82,3.33,2,91.86%,3.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 229566,80 - 82,3.33,0,91.86%,3.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 233563,80 - 82,3.33,4,91.86%,3.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 8014255,83,2.2,0,95.35%,2.82
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 7058489,84,2,6,96.51%,2.00
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 3851338,85,1.33,4,97.67%,1.33
Инфокоммуникационные технологии и системы связи,2018/2019,1,4,Студент 6185250,86,0,,100%,0.00
Информационная безопасность,2024/2025,1,1,Студент 8910460,1,9.33,8,0%,9.65
Информационная безопасность,2024/2025,1,1,Студент 7355161,2 - 3,9.5,8,0.67%,9.60
Информационная безопасность,2024/2025,1,1,Студент 9322928,2 - 3,9.17,8,0.67%,9.60
Информационная безопасность,2024/2025,1,1,Студент 1891466,4,9,7,2.01%,9.45
Информационная безопасность,2024/2025,1,1,Студент 8736210,5,9.33,8,2.68%,9.40
